 ,Area,Mean,Min,Max,X,Y
490,0.323,255,255,255,3924.152,1377.558
491,0.323,255,255,255,3924.720,1378.695
492,0.323,255,255,255,3925.857,1378.695
493,0.323,255,255,255,3927.561,1378.695
494,0.323,255,255,255,3643.470,1380.967
495,2.583,255,255,255,4861.369,1382.530
496,0.323,255,255,255,6015.632,1381.536
497,0.323,255,255,255,4856.540,1382.104
498,0.323,255,255,255,4858.244,1382.104
499,1.614,255,255,255,3644.152,1385.172
500,0.323,255,255,255,6013.927,1387.217
501,0.323,255,255,255,4168.471,1390.058
502,1.937,255,255,255,6874.440,1393.941
503,25.827,255,255,255,3672.234,1398.034
504,0.646,255,255,255,6872.735,1394.036
505,0.323,255,255,255,4821.880,1394.604
506,0.323,255,255,255,3670.743,1395.740
507,1.291,255,255,255,6875.150,1396.166
508,6.779,255,255,255,6874.074,1398.067
509,0.646,255,255,255,6876.712,1396.308
510,0.646,255,255,255,6871.315,1397.729
511,2.583,255,255,255,3684.805,1400.144
512,3.551,255,255,255,5574.619,1399.459
513,0.323,255,255,255,3673.016,1399.717
514,0.646,255,255,255,7076.713,1400.286
515,0.323,255,255,255,3642.902,1400.854
516,6.779,255,255,255,3673.773,1403.262
517,0.323,255,255,255,3688.356,1400.854
518,0.323,255,255,255,3670.175,1401.422
519,0.968,255,255,255,5359.192,1401.990
520,3.228,255,255,255,3683.413,1403.752
521,0.323,255,255,255,5721.882,1405.399
522,0.323,255,255,255,3452.561,1407.672
523,0.646,255,255,255,5975.859,1407.956
524,15.173,255,255,255,3455.764,1410.187
525,0.323,255,255,255,5719.609,1408.240
526,0.968,255,255,255,3677.182,1408.998
527,0.323,255,255,255,4901.426,1410.513
528,0.968,255,255,255,4902.562,1411.081
529,0.323,255,255,255,6223.587,1410.513
530,0.323,255,255,255,4899.721,1411.081
531,0.968,255,255,255,3459.379,1412.218
532,0.323,255,255,255,6221.882,1412.786
533,0.323,255,255,255,3458.811,1413.922
534,1.614,255,255,255,6812.110,1415.854
535,0.323,255,255,255,3456.538,1416.195
536,0.323,255,255,255,5341.767,1416.195
537,0.646,255,255,255,5343.188,1417.615
538,0.646,255,255,255,6812.508,1417.615
539,0.323,255,255,255,6813.360,1418.468
540,1.291,255,255,255,6811.229,1419.320
541,1.614,255,255,255,5397.449,1420.286
542,4.197,255,255,255,5395.351,1421.571
543,0.646,255,255,255,5401.427,1420.456
544,0.323,255,255,255,5601.995,1420.740
545,9.685,255,255,255,5399.249,1425.437
546,0.323,255,255,255,5827.563,1421.877
547,0.323,255,255,255,5398.586,1422.445
548,1.614,255,255,255,5394.267,1424.263
549,0.323,255,255,255,5398.017,1423.581
550,0.323,255,255,255,5833.245,1424.149
551,3.228,255,255,255,5829.041,1425.399
552,0.323,255,255,255,5830.973,1426.422
553,0.323,255,255,255,5827.563,1426.990
554,0.323,255,255,255,4012.789,1428.695
555,0.323,255,255,255,2895.174,1429.263
556,0.968,255,255,255,5555.593,1429.642
557,0.646,255,255,255,7663.645,1432.104
558,3.874,255,255,255,7665.539,1433.288
559,0.323,255,255,255,6980.406,1440.627
560,0.323,255,255,255,6981.542,1440.627
561,0.323,255,255,255,4384.380,1441.763
562,0.323,255,255,255,4381.539,1442.331
563,0.646,255,255,255,4382.391,1443.183
564,0.323,255,255,255,4270.743,1445.172
565,0.323,255,255,255,5359.381,1445.172
566,0.323,255,255,255,4273.016,1446.877
567,1.291,255,255,255,5847.734,1447.729
568,1.614,255,255,255,4274.721,1448.127
569,0.323,255,255,255,5363.927,1447.445
570,0.323,255,255,255,5846.882,1449.718
571,0.968,255,255,255,5043.282,1450.854
572,0.323,255,255,255,3886.652,1450.854
573,0.323,255,255,255,3888.357,1450.854
574,0.968,255,255,255,3890.251,1451.801
575,0.968,255,255,255,3885.516,1452.369
576,0.968,255,255,255,5042.525,1452.748
577,0.323,255,255,255,2911.083,1453.127
578,0.323,255,255,255,3887.220,1453.127
579,0.968,255,255,255,3890.061,1453.695
580,0.323,255,255,255,2911.083,1454.263
581,0.323,255,255,255,3886.084,1454.263
582,0.323,255,255,255,5437.790,1454.831
583,0.646,255,255,255,2906.821,1455.683
584,0.646,255,255,255,3887.789,1455.683
585,0.646,255,255,255,3888.925,1455.683
586,0.323,255,255,255,3890.061,1455.399
587,0.646,255,255,255,5440.915,1455.399
588,0.323,255,255,255,5436.086,1456.536
589,0.323,255,255,255,5436.086,1458.808
590,0.323,255,255,255,5442.904,1458.808
591,0.323,255,255,255,5437.222,1460.513
592,0.646,255,255,255,4392.903,1461.365
593,0.323,255,255,255,4285.516,1461.649
594,0.323,255,255,255,4286.653,1461.649
595,0.323,255,255,255,4390.630,1462.786
596,0.646,255,255,255,4997.165,1463.070
597,0.323,255,255,255,3478.129,1463.922
598,0.646,255,255,255,4995.460,1464.774
599,0.323,255,255,255,3476.993,1465.627
600,0.323,255,255,255,3478.129,1465.627
601,0.323,255,255,255,3482.106,1466.195
602,5.165,255,255,255,3478.164,1467.722
603,0.968,255,255,255,3480.780,1467.331
604,0.323,255,255,255,3482.106,1467.899
605,0.323,255,255,255,3475.288,1469.036
606,0.323,255,255,255,3479.833,1470.172
607,0.323,255,255,255,5693.472,1473.581
608,0.646,255,255,255,6985.803,1473.865
609,1.614,255,255,255,6988.701,1474.263
610,0.323,255,255,255,4447.448,1481.536
611,1.937,255,255,255,3002.276,1489.396
612,0.323,255,255,255,2967.901,1490.059
613,0.323,255,255,255,2962.219,1490.627
614,0.323,255,255,255,3090.629,1492.331
615,0.323,255,255,255,5967.905,1511.081
616,0.323,255,255,255,5967.905,1512.218
617,0.323,255,255,255,5971.314,1512.786
618,0.323,255,255,255,3767.902,1516.195
619,4.197,255,255,255,3444.606,1521.527
620,0.323,255,255,255,3831.538,1520.740
621,0.323,255,255,255,5728.132,1523.581
622,0.323,255,255,255,3071.878,1524.149
623,0.968,255,255,255,7506.921,1524.339
624,0.323,255,255,255,5546.313,1542.899
625,0.323,255,255,255,5055.403,1544.604
626,0.323,255,255,255,7565.634,1545.172
627,53.590,255,255,255,3169.698,1550.378
628,1.291,255,255,255,2706.253,1546.877
629,0.323,255,255,255,7531.543,1551.990
630,0.968,255,255,255,6792.905,1554.263
631,0.323,255,255,255,3460.515,1584.945
632,0.323,255,255,255,5911.086,1586.081
633,2.260,255,255,255,4011.409,1592.088
634,0.968,255,255,255,4007.864,1592.331
635,0.323,255,255,255,4012.789,1591.763
636,0.323,255,255,255,4013.925,1592.900
637,1.937,255,255,255,4007.770,1594.699
638,0.646,255,255,255,4012.220,1594.320
639,0.323,255,255,255,4011.084,1594.604
640,2.905,255,255,255,6520.683,1596.119
